UMAP1	UMAP2	driving_feats	labels	nSBM_labels	residuals	residuals_sign	observed	predicted	scaled_E25	scaled_E2	scaled_E1	scaled_telomere	scaled_ampl	scaled_del	shap_E25	shap_E2	shap_E1	shap_telomere	shap_ampl	shap_del	GC_scaled	GC_shap	bin	start	end	chr	good_residual
11.199924	4.387701	Length_Counts.E2	2	54	0.07607976363807467	0	0.401029117571409	0.32494935393333435	1.1419302772449118	-0.8924290211245112	-0.926569428107871	1.490402723987806	-0.5753774464926051	0.34766781433608057	0.10941271	0.14292295	0.046358872	0.032000225	-0.029288182	0.012076346		0.015267527	1_81	80080481	81081486	1	True
12.271803	3.2632072	Length_Counts.E2	2	54	-0.2767695657139006	-1	0.0434724815959749	0.3202420473098755	1.1815236564101201	-0.8924290211245112	-0.926569428107871	2.3247849621398804	-0.5874519340696212	0.43377999561532765	0.09059919	0.13215469	0.037264094	0.023762636	-0.028557302	-0.025610188	-1.3990790314833466	0.0382681	1_103	102102613	103103618	1	False
11.583963	4.369483	Length_Counts.E2	2	54	0.3030149070871553	1	1.04916712924368	0.7461522221565247	1.1845550245024563	-0.8924290211245112	-0.926569428107871	2.4006378928809777	-0.551228471338573	0.37115295468496606	0.117447056	0.1479634	0.053301614	0.035202906	-0.026385674	0.015098345	-1.5368720063514794	0.068701625	1_105	104104625	105105630	1	True
12.2136	3.388695	Length_Counts.E2	2	54	-0.14806973393869421	0	0.45961905066061	0.6076887845993042	1.2057746011488102	-0.8924290211245112	-0.926569428107871	0.7993836737111689	3.342793772249093	-1.1475527878763017	0.108450554	0.15155275	0.04973698	0.0358229	0.021518685	0.0071838344		0.024047099	1_189	188189129	189190134	1	False
12.321543	3.1887913	Length_Counts.E2	2	54	0.16891513076684195	0	0.956715502413723	0.7878003716468811	1.1978559253157686	-0.8924290211245112	-0.926569428107871	0.6856042775995225	3.3126075533065533	-1.2962920100859103	0.10611705	0.14321774	0.056006964	0.03486164	0.027136859	0.009969946	-1.6029563922576242	0.066148326	1_192	191192147	192193152	1	True
12.260998	3.2557075	Length_Counts.E2	2	54	-0.021388008914722922	0	0.73913578716682	0.760523796081543	1.1968660908366384	-0.8924290211245112	-0.926569428107871	0.5718248814878759	3.3850544787686494	-1.2962920100859103	0.108142324	0.15007365	0.04855041	0.03242511	0.024345689	0.0064982544		0.03557969	1_195	194195165	195196170	1	False
12.198277	3.4598536	Length_Counts.E2	2	54	-0.1720802899835518	0	0.462804007864196	0.6348842978477478	1.1399506082866513	-0.8924290211245112	-0.926569428107871	0.5338984161173271	3.4454269166537292	-1.1945230685740729	0.12530373	0.14958575	0.05328727	0.033927284	0.02078094	0.004106103		0.03058187	1_196	195196171	196197176	1	False
11.51456	4.6880045	Length_Counts.E2	2	54	-0.31166331332810965	-1	-0.0788610861886367	0.23280222713947296	1.1964404620106124	-0.8924290211245112	-0.926569428107871	-0.6058929051297856	-0.49689327724200094	-0.5995661797356381	0.13375555	0.15206681	0.050841216	-0.009188208	-0.026519803	-0.023258545		0.006803404	2_23	22018041	23018860	2	False
12.270005	4.6743445	Length_Counts.E2	2	54	-0.00907532038302139	0	0.305845820287755	0.31492114067077637	1.171199682792792	-0.8924290211245112	-0.926569428107871	-0.11294046934220302	-0.48481878966498493	-0.8735594838059698	0.12309843	0.1510983	0.048133038	0.010257561	-0.027731525	-0.003345586		0.026920717	2_36	35028701	36029520	2	False
12.224956	4.597594	Length_Counts.E2	2	54	0.19854849288016463	0	0.483510521145164	0.2849620282649994	1.1528877449288832	-0.8924290211245112	-0.926569428107871	0.11457603948283507	-0.47274430208796886	-0.7952756826430178	0.13534312	0.13551305	0.04597193	0.019030817	-0.028379718	-0.02000716		0.034786433	2_42	41033621	42034440	2	True
12.281731	4.6442966	Length_Counts.E2	2	54	-0.29210052267509384	-1	0.019286688409272	0.31138721108436584	1.1702098483136618	-0.8924290211245112	-0.926569428107871	0.5316896389954049	-0.38822288904885677	-0.9127013843874459	0.120607756	0.13043833	0.05557203	0.034564655	-0.020142503	0.008866129		0.026977682	2_53	52042641	53043460	2	False
12.264154	4.595312	Length_Counts.E2	2	54	-0.26282963828158246	-1	-0.046788594880818	0.21604104340076447	1.1924811240940916	-0.8924290211245112	-0.926569428107871	0.7971255659579494	-0.37011115768333275	-0.8657311036896747	0.11369579	0.13418894	0.055470075	0.03409333	0.0016035809	-0.013459327		0.031405922	2_60	59048381	60049200	2	False
12.280604	4.619623	Length_Counts.E2	2	54	0.13107258636821018	0	0.406375026296265	0.2753024399280548	1.2266304136240838	-0.8924290211245112	-0.926569428107871	1.4417556742955573	-0.47878154587647687	-0.959671665085217	0.10915438	0.13504174	0.055531755	0.030768551	-0.028000658	0.0073367287		0.029576853	2_77	76062321	77063140	2	True
12.277757	4.593657	Length_Counts.E2	2	54	0.11386275331788553	0	0.427245647118621	0.3133828938007355	1.1599155697307078	-0.8924290211245112	-0.926569428107871	1.4796750924330635	-0.47878154587647687	-0.9518432849689218	0.111950524	0.12025112	0.050648827	0.03002297	-0.028843958	0.00787428	-1.4272000467625567	0.05812163	2_78	77063141	78063960	2	True
