UMAP1	UMAP2	driving_feats	labels	nSBM_labels	residuals	residuals_sign	observed	predicted	scaled_E25	scaled_E2	scaled_E1	scaled_telomere	scaled_ampl	scaled_del	shap_E25	shap_E2	shap_E1	shap_telomere	shap_ampl	shap_del	GC_scaled	GC_shap	bin	start	end	chr	good_residual
-1.0316055	3.515825	9_92	4	27	-0.1426146269039128	0	-0.115539246817014	0.027075380086898804	1.0731367809453622	-0.7121133200971369	-0.6854453471318853	0.6180940204651829	-0.42444635177990475	0.15978669154499583	-0.021602437	-0.003208299	0.05071447	0.02535263	-0.01787429	0.017274067	-0.5425597744373897	-0.0048813475	1_58	57057343	58058348	1	True
-1.2525265	3.2646818	Length_Counts.E1	4	27	-0.07773242879844458	0	-0.190628051647909	-0.11289562284946442	0.8330054108945715	-0.3715169959343188	-0.8301197957174767	0.7318734165768294	-0.35803667010631673	0.13630155119611034	-0.013107932	-0.029817937	0.07175126	0.020068899	0.0025407167	0.007655716	-0.9784355112651567	-0.025891703	1_61	60060361	61061366	1	True
-1.4780279	2.6467824	dist.to.closest.FGS	4	27	0.05328831060778824	0	0.0965359246636602	0.043247614055871964	0.7801457751228206	-0.7321483979890674	-0.6854453471318853	1.300770397135062	-0.5934891778581292	0.1832718318938813	-0.017889336	0.0071428576	0.04772272	0.01598493	-0.0109953815	0.010732685	-0.6890233956832735	-0.0021870197	1_76	75075451	76076456	1	True
-0.95487005	3.735789	mean.GC.content	4	27	0.13317805689510925	0	0.358485551297041	0.22530749440193176	0.9568312296475627	-0.49172746328590167	-0.588995714741491	1.452476258617257	-0.551228471338573	0.32418267398719486	-0.0060889595	-0.019175207	0.011023261	0.028264223	-0.013529472	0.012688188	-1.4368666457647854	0.07684799	1_80	79079475	80080480	1	True
-1.4843764	1.8710415	Length_Counts.E1	4	33	0.10925640112707213	0	0.53115983254263	0.42190343141555786	1.0850147946949247	-0.6119379306374845	-0.7336701633270825	1.7938144469521966	-0.527079496184541	0.5746908377086413	-0.0076307026	-0.02541587	0.07638106	0.032140072	-0.020496534	-0.014318341		0.036734316	1_89	88088529	89089534	1	True
-0.7464086	2.5952487	Length_Counts.E1	4	27	-0.04671136202309222	0	0.0312542104532948	0.07796557247638702	1.0315637328218936	-0.7722185537729283	-0.926569428107871	2.097226169916587	-0.551228471338573	0.5277205570108701	-0.025987642	0.0097645605	0.064769745	0.0180674	-0.023957517	-0.027374392		0.019149862	1_97	96096577	97097582	1	False
-0.9163911	2.7966354	Length_Counts.E1	4	27	0.1330400470607716	0	0.260120576988979	0.1270805299282074	0.47824625898810696	-0.31141176225852735	-0.6372205309366882	1.9751041001981826	3.3729799911916336	-1.3510906708999766	0.0031016108	-0.029333781	0.052104317	0.016252615	0.00469145	0.00966677	-0.11028285801737954	-0.0126455575	1_158	157157943	158158948	1	True
-1.0068629	2.8610802	Length_Counts.E1	4	27	-0.06645280812129012	0	-0.0418733725343608	0.02457943558692932	0.8046243817917106	-0.4316222296101102	-0.7336701633270825	1.9371776348276337	3.8016243001757015	-1.3510906708999766	-0.013218093	-0.029217733	0.0892841	0.017104473	0.0040472206	0.007479347	0.22238787941222912	-0.018310437	1_159	158158949	159159954	1	True
-0.94326854	2.9511366	Length_Counts.E1	4	27	-0.1759592685219069	0	-0.0599508154507895	0.1160084530711174	0.6400841963258961	-0.11106098333922262	-0.8301197957174767	0.9131630698228154	3.3367565284605853	-1.3119487703185007	-0.0007021999	-0.031990744	0.08755778	0.015673505	0.0066931094	0.0056215837	-1.0710005198925472	-0.017435072	1_186	185186111	186187116	1	False
-0.9539306	3.3317392	Length_Counts.E1	4	27	0.14917226713480053	0	0.354324301894322	0.20515203475952148	0.905359836732792	-0.5317976190697626	-0.926569428107871	0.3821925546351318	3.391091722557157	-1.3276055305510912	-0.0154126575	-0.025116885	0.079864435	0.025697356	0.013360154	0.005741999	-0.4183586236208683	0.004205226	1_200	199200195	200201200	1	True
